,Zigzag,Lenguaje,Técnica,Resolucion,Píxeles,Ciclos
746,Zigzag,c,normal-01,576,331776,3734369.0
747,Zigzag,c,normal-01,576,331776,3698443.0
748,Zigzag,c,normal-01,576,331776,3603165.0
749,Zigzag,c,normal-01,576,331776,3486926.0
750,Zigzag,c,normal-01,640,409600,4505626.0
751,Zigzag,c,normal-01,640,409600,4433049.0
752,Zigzag,c,normal-01,640,409600,4383773.0
753,Zigzag,c,normal-01,640,409600,25567110.0
754,Zigzag,c,normal-01,640,409600,13936615.0
755,Zigzag,c,normal-01,640,409600,4640416.0
756,Zigzag,c,normal-01,640,409600,4398734.0
757,Zigzag,c,normal-01,640,409600,4551895.0
758,Zigzag,c,normal-01,640,409600,4364548.0
759,Zigzag,c,normal-01,640,409600,4242932.0
760,Zigzag,c,normal-01,640,409600,4370587.0
761,Zigzag,c,normal-01,640,409600,4398431.0
762,Zigzag,c,normal-01,640,409600,4360992.0
763,Zigzag,c,normal-01,640,409600,4407102.0
764,Zigzag,c,normal-01,640,409600,4295178.0
765,Zigzag,c,normal-01,640,409600,4389894.0
766,Zigzag,c,normal-01,640,409600,4739756.0
767,Zigzag,c,normal-01,640,409600,4128606.0
768,Zigzag,c,normal-01,640,409600,4502680.0
769,Zigzag,c,normal-01,640,409600,4353487.0
770,Zigzag,c,normal-01,640,409600,4270185.0
771,Zigzag,c,normal-01,640,409600,4126717.0
772,Zigzag,c,normal-01,640,409600,4329488.0
773,Zigzag,c,normal-01,640,409600,4410229.0
774,Zigzag,c,normal-01,640,409600,4357291.0
775,Zigzag,c,normal-01,640,409600,4340280.0
776,Zigzag,c,normal-01,640,409600,4566324.0
777,Zigzag,c,normal-01,640,409600,4386522.0
778,Zigzag,c,normal-01,640,409600,4303949.0
779,Zigzag,c,normal-01,640,409600,4263864.0
780,Zigzag,c,normal-01,704,495616,5253641.0
781,Zigzag,c,normal-01,704,495616,16250435.0
782,Zigzag,c,normal-01,704,495616,5194291.0
783,Zigzag,c,normal-01,704,495616,5332338.0
784,Zigzag,c,normal-01,704,495616,5090193.0
785,Zigzag,c,normal-01,704,495616,5375384.0
786,Zigzag,c,normal-01,704,495616,5244489.0
787,Zigzag,c,normal-01,704,495616,5225842.0
788,Zigzag,c,normal-01,704,495616,5738379.0
789,Zigzag,c,normal-01,704,495616,5409795.0
790,Zigzag,c,normal-01,704,495616,5384872.0
791,Zigzag,c,normal-01,704,495616,5593432.0
792,Zigzag,c,normal-01,704,495616,5475641.0
793,Zigzag,c,normal-01,704,495616,5013704.0
794,Zigzag,c,normal-01,704,495616,5245843.0
795,Zigzag,c,normal-01,704,495616,5147645.0
796,Zigzag,c,normal-01,704,495616,5523553.0
797,Zigzag,c,normal-01,704,495616,5338549.0
798,Zigzag,c,normal-01,704,495616,5522795.0
799,Zigzag,c,normal-01,704,495616,5530405.0
800,Zigzag,c,normal-01,704,495616,5441053.0
801,Zigzag,c,normal-01,704,495616,5615572.0
802,Zigzag,c,normal-01,704,495616,11616564.0
803,Zigzag,c,normal-01,704,495616,5403636.0
804,Zigzag,c,normal-01,704,495616,5067440.0
805,Zigzag,c,normal-01,704,495616,9055490.0
806,Zigzag,c,normal-01,704,495616,5148077.0
807,Zigzag,c,normal-01,704,495616,5312466.0
808,Zigzag,c,normal-01,704,495616,5156238.0
809,Zigzag,c,normal-01,704,495616,5302606.0
810,Zigzag,c,normal-01,768,589824,6600118.0
811,Zigzag,c,normal-01,768,589824,6428759.0
812,Zigzag,c,normal-01,768,589824,6243475.0
813,Zigzag,c,normal-01,768,589824,6408075.0
814,Zigzag,c,normal-01,768,589824,6523729.0
815,Zigzag,c,normal-01,768,589824,6418147.0
816,Zigzag,c,normal-01,768,589824,6352520.0
817,Zigzag,c,normal-01,768,589824,6475465.0
818,Zigzag,c,normal-01,768,589824,6207332.0
819,Zigzag,c,normal-01,768,589824,6365371.0
820,Zigzag,c,normal-01,768,589824,6767901.0
821,Zigzag,c,normal-01,768,589824,6285589.0
822,Zigzag,c,normal-01,768,589824,6556686.0
823,Zigzag,c,normal-01,768,589824,6392743.0
824,Zigzag,c,normal-01,768,589824,6321134.0
825,Zigzag,c,normal-01,768,589824,20600154.0
826,Zigzag,c,normal-01,768,589824,6327467.0
827,Zigzag,c,normal-01,768,589824,6325087.0
828,Zigzag,c,normal-01,768,589824,6208229.0
829,Zigzag,c,normal-01,768,589824,6716314.0
830,Zigzag,c,normal-01,768,589824,11330834.0
831,Zigzag,c,normal-01,768,589824,6431627.0
832,Zigzag,c,normal-01,768,589824,6508177.0
833,Zigzag,c,normal-01,768,589824,6234334.0
834,Zigzag,c,normal-01,768,589824,6261777.0
835,Zigzag,c,normal-01,768,589824,11543250.0
836,Zigzag,c,normal-01,768,589824,6105090.0
837,Zigzag,c,normal-01,768,589824,6417871.0
838,Zigzag,c,normal-01,768,589824,6240354.0
839,Zigzag,c,normal-01,768,589824,6240629.0
840,Zigzag,c,normal-01,832,692224,7344215.0
841,Zigzag,c,normal-01,832,692224,7332798.0
842,Zigzag,c,normal-01,832,692224,7331073.0
843,Zigzag,c,normal-01,832,692224,7561954.0
844,Zigzag,c,normal-01,832,692224,7466841.0
845,Zigzag,c,normal-01,832,692224,7790130.0
846,Zigzag,c,normal-01,832,692224,7564557.0
847,Zigzag,c,normal-01,832,692224,7449213.0
848,Zigzag,c,normal-01,832,692224,6980361.0
849,Zigzag,c,normal-01,832,692224,7179081.0
850,Zigzag,c,normal-01,832,692224,7216715.0
851,Zigzag,c,normal-01,832,692224,7547162.0
852,Zigzag,c,normal-01,832,692224,7002193.0
853,Zigzag,c,normal-01,832,692224,7573832.0
854,Zigzag,c,normal-01,832,692224,7417158.0
855,Zigzag,c,normal-01,832,692224,7415149.0
856,Zigzag,c,normal-01,832,692224,7072020.0
857,Zigzag,c,normal-01,832,692224,7396280.0
858,Zigzag,c,normal-01,832,692224,7350194.0
859,Zigzag,c,normal-01,832,692224,7449509.0
860,Zigzag,c,normal-01,832,692224,7187817.0
861,Zigzag,c,normal-01,832,692224,7356875.0
862,Zigzag,c,normal-01,832,692224,28708464.0
863,Zigzag,c,normal-01,832,692224,8386005.0
864,Zigzag,c,normal-01,832,692224,7287744.0
865,Zigzag,c,normal-01,832,692224,7747008.0
866,Zigzag,c,normal-01,832,692224,7342844.0
867,Zigzag,c,normal-01,832,692224,7353583.0
868,Zigzag,c,normal-01,832,692224,7101587.0
869,Zigzag,c,normal-01,832,692224,7600350.0
870,Zigzag,c,normal-01,896,802816,8376025.0
871,Zigzag,c,normal-01,896,802816,8659335.0
872,Zigzag,c,normal-01,896,802816,8694858.0
873,Zigzag,c,normal-01,896,802816,8543860.0
874,Zigzag,c,normal-01,896,802816,9409372.0
875,Zigzag,c,normal-01,896,802816,8629277.0
876,Zigzag,c,normal-01,896,802816,11216193.0
877,Zigzag,c,normal-01,896,802816,8566508.0
878,Zigzag,c,normal-01,896,802816,8179375.0
879,Zigzag,c,normal-01,896,802816,8737746.0
880,Zigzag,c,normal-01,896,802816,8582723.0
881,Zigzag,c,normal-01,896,802816,8667212.0
882,Zigzag,c,normal-01,896,802816,8592833.0
883,Zigzag,c,normal-01,896,802816,8789775.0
884,Zigzag,c,normal-01,896,802816,8485260.0
885,Zigzag,c,normal-01,896,802816,8516565.0
886,Zigzag,c,normal-01,896,802816,9091028.0
887,Zigzag,c,normal-01,896,802816,8634765.0
888,Zigzag,c,normal-01,896,802816,9564085.0
889,Zigzag,c,normal-01,896,802816,8686268.0
890,Zigzag,c,normal-01,896,802816,28906800.0
891,Zigzag,c,normal-01,896,802816,9094364.0
892,Zigzag,c,normal-01,896,802816,8478667.0
893,Zigzag,c,normal-01,896,802816,8606801.0
894,Zigzag,c,normal-01,896,802816,8972746.0
895,Zigzag,c,normal-01,896,802816,8505676.0
896,Zigzag,c,normal-01,896,802816,8509981.0
897,Zigzag,c,normal-01,896,802816,10061821.0
898,Zigzag,c,normal-01,896,802816,8845009.0
899,Zigzag,c,normal-01,896,802816,9535418.0
900,Zigzag,c,normal-01,960,921600,9717156.0
901,Zigzag,c,normal-01,960,921600,11294714.0
902,Zigzag,c,normal-01,960,921600,10497718.0
903,Zigzag,c,normal-01,960,921600,9833055.0
904,Zigzag,c,normal-01,960,921600,9797570.0
905,Zigzag,c,normal-01,960,921600,9869270.0
906,Zigzag,c,normal-01,960,921600,9852554.0
907,Zigzag,c,normal-01,960,921600,10700848.0
908,Zigzag,c,normal-01,960,921600,10537804.0
909,Zigzag,c,normal-01,960,921600,9823833.0
910,Zigzag,c,normal-01,960,921600,10310115.0
911,Zigzag,c,normal-01,960,921600,9599094.0
912,Zigzag,c,normal-01,960,921600,9670786.0
913,Zigzag,c,normal-01,960,921600,9832682.0
914,Zigzag,c,normal-01,960,921600,10015791.0
915,Zigzag,c,normal-01,960,921600,9665800.0
916,Zigzag,c,normal-01,960,921600,9901731.0
917,Zigzag,c,normal-01,960,921600,9620487.0
918,Zigzag,c,normal-01,960,921600,10012389.0
919,Zigzag,c,normal-01,960,921600,24046604.0
920,Zigzag,c,normal-01,960,921600,9584884.0
921,Zigzag,c,normal-01,960,921600,9643852.0
922,Zigzag,c,normal-01,960,921600,10064566.0
923,Zigzag,c,normal-01,960,921600,9453917.0
924,Zigzag,c,normal-01,960,921600,9933539.0
925,Zigzag,c,normal-01,960,921600,9383691.0
926,Zigzag,c,normal-01,960,921600,10447976.0
927,Zigzag,c,normal-01,960,921600,18263132.0
928,Zigzag,c,normal-01,960,921600,10281588.0
929,Zigzag,c,normal-01,960,921600,10264898.0
930,Zigzag,c,normal-01,1024,1048576,26568236.0
931,Zigzag,c,normal-01,1024,1048576,26574780.0
932,Zigzag,c,normal-01,1024,1048576,12383322.0
933,Zigzag,c,normal-01,1024,1048576,12717043.0
934,Zigzag,c,normal-01,1024,1048576,12449381.0
935,Zigzag,c,normal-01,1024,1048576,12285721.0
936,Zigzag,c,normal-01,1024,1048576,36562176.0
937,Zigzag,c,normal-01,1024,1048576,12503173.0
938,Zigzag,c,normal-01,1024,1048576,12566615.0
939,Zigzag,c,normal-01,1024,1048576,12491345.0
940,Zigzag,c,normal-01,1024,1048576,12480872.0
941,Zigzag,c,normal-01,1024,1048576,12238913.0
942,Zigzag,c,normal-01,1024,1048576,27951560.0
943,Zigzag,c,normal-01,1024,1048576,12140642.0
944,Zigzag,c,normal-01,1024,1048576,13174794.0
945,Zigzag,c,normal-01,1024,1048576,12112229.0
946,Zigzag,c,normal-01,1024,1048576,12328382.0
947,Zigzag,c,normal-01,1024,1048576,23110772.0
948,Zigzag,c,normal-01,1024,1048576,12783474.0
949,Zigzag,c,normal-01,1024,1048576,12214374.0
950,Zigzag,c,normal-01,1024,1048576,36071552.0
951,Zigzag,c,normal-01,1024,1048576,12801877.0
952,Zigzag,c,normal-01,1024,1048576,12135701.0
953,Zigzag,c,normal-01,1024,1048576,43312832.0
954,Zigzag,c,normal-01,1024,1048576,12447400.0
955,Zigzag,c,normal-01,1024,1048576,23727570.0
956,Zigzag,c,normal-01,1024,1048576,12462788.0
957,Zigzag,c,normal-01,1024,1048576,13551375.0
958,Zigzag,c,normal-01,1024,1048576,13136879.0
959,Zigzag,c,normal-01,1024,1048576,19472764.0
960,Zigzag,c,normal-02,64,4096,41005.0
961,Zigzag,c,normal-02,64,4096,42417.0
962,Zigzag,c,normal-02,64,4096,43260.0
963,Zigzag,c,normal-02,64,4096,43245.0
964,Zigzag,c,normal-02,64,4096,39626.0
965,Zigzag,c,normal-02,64,4096,43129.0
966,Zigzag,c,normal-02,64,4096,42438.0
967,Zigzag,c,normal-02,64,4096,41777.0
968,Zigzag,c,normal-02,64,4096,42262.0
969,Zigzag,c,normal-02,64,4096,42125.0
970,Zigzag,c,normal-02,64,4096,40463.0
971,Zigzag,c,normal-02,64,4096,39867.0
972,Zigzag,c,normal-02,64,4096,42360.0
973,Zigzag,c,normal-02,64,4096,39516.0
974,Zigzag,c,normal-02,64,4096,39483.0
975,Zigzag,c,normal-02,64,4096,40454.0
976,Zigzag,c,normal-02,64,4096,39546.0
977,Zigzag,c,normal-02,64,4096,39972.0
978,Zigzag,c,normal-02,64,4096,40413.0
979,Zigzag,c,normal-02,64,4096,40156.0
980,Zigzag,c,normal-02,64,4096,39361.0
981,Zigzag,c,normal-02,64,4096,39510.0
982,Zigzag,c,normal-02,64,4096,38905.0
983,Zigzag,c,normal-02,64,4096,88278.0
984,Zigzag,c,normal-02,64,4096,43340.0
985,Zigzag,c,normal-02,64,4096,42411.0
986,Zigzag,c,normal-02,64,4096,39269.0
987,Zigzag,c,normal-02,64,4096,39787.0
988,Zigzag,c,normal-02,64,4096,40931.0
989,Zigzag,c,normal-02,64,4096,41818.0
990,Zigzag,c,normal-02,128,16384,148480.0
991,Zigzag,c,normal-02,128,16384,148889.0
992,Zigzag,c,normal-02,128,16384,150262.0
993,Zigzag,c,normal-02,128,16384,162479.0
994,Zigzag,c,normal-02,128,16384,501835.0
995,Zigzag,c,normal-02,128,16384,148817.0
996,Zigzag,c,normal-02,128,16384,149999.0
997,Zigzag,c,normal-02,128,16384,164862.0
998,Zigzag,c,normal-02,128,16384,157834.0
999,Zigzag,c,normal-02,128,16384,150241.0
1000,Zigzag,c,normal-02,128,16384,150145.0
1001,Zigzag,c,normal-02,128,16384,197122.0
1002,Zigzag,c,normal-02,128,16384,149026.0
1003,Zigzag,c,normal-02,128,16384,149440.0
1004,Zigzag,c,normal-02,128,16384,148945.0
1005,Zigzag,c,normal-02,128,16384,150905.0
1006,Zigzag,c,normal-02,128,16384,1072993.0
1007,Zigzag,c,normal-02,128,16384,159043.0
1008,Zigzag,c,normal-02,128,16384,148680.0
1009,Zigzag,c,normal-02,128,16384,201267.0
1010,Zigzag,c,normal-02,128,16384,159871.0
1011,Zigzag,c,normal-02,128,16384,157973.0
1012,Zigzag,c,normal-02,128,16384,158009.0
1013,Zigzag,c,normal-02,128,16384,149493.0
1014,Zigzag,c,normal-02,128,16384,149389.0
1015,Zigzag,c,normal-02,128,16384,149345.0
1016,Zigzag,c,normal-02,128,16384,149047.0
1017,Zigzag,c,normal-02,128,16384,149675.0
1018,Zigzag,c,normal-02,128,16384,151042.0
1019,Zigzag,c,normal-02,128,16384,150539.0
1020,Zigzag,c,normal-02,192,36864,368990.0
1021,Zigzag,c,normal-02,192,36864,340045.0
1022,Zigzag,c,normal-02,192,36864,323585.0
1023,Zigzag,c,normal-02,192,36864,325804.0
